doc_id,chars,sp_tokens,custom_tokens,delta_sp_minus_custom
1117,7531,2849,2920,-71
1118,954,447,462,-15
1119,1030,437,458,-21
1120,1668,752,763,-11
1121,431,181,190,-9
1122,782,302,314,-12
1123,2425,872,900,-28
1124,504,246,252,-6
1125,393,165,178,-13
1126,522,254,259,-5
1127,1583,656,679,-23
1128,504,261,268,-7
1129,2171,858,885,-27
1130,464,195,211,-16
1131,561,261,272,-11
1132,4613,1849,1872,-23
1133,1856,901,919,-18
1134,4049,1649,1682,-33
1135,3709,1483,1531,-48
1136,822,337,339,-2
1137,507,216,222,-6
1138,15982,7022,7136,-114
1139,2654,1167,1201,-34
1140,587,240,245,-5
1141,4220,1805,1859,-54
1142,310,135,141,-6
1143,1730,694,718,-24
1144,4351,1814,1850,-36
1145,4130,1696,1745,-49
1146,806,350,372,-22
1147,295,175,176,-1
1148,797,321,332,-11
1149,775,342,356,-14
1150,20490,8436,8645,-209
1151,4611,1887,1957,-70
1152,1084,497,526,-29
1153,971,459,476,-17
1154,526,326,337,-11
1155,2390,976,997,-21
1156,20976,8877,8881,-4
1157,2349,1104,1114,-10
1158,562,266,272,-6
1159,2832,1443,1484,-41
1160,687,288,285,3
1161,490,231,240,-9
1162,845,350,362,-12
1163,457,196,199,-3
1164,1040,436,442,-6
1165,4799,1939,2013,-74
1166,2745,971,1026,-55
1167,3276,1536,1565,-29
1168,1193,555,570,-15
1169,2778,1140,1171,-31
1170,1641,712,740,-28
1171,1000,424,425,-1
1172,2810,1127,1156,-29
1173,617,287,292,-5
1174,902,430,433,-3
1175,2392,1010,1034,-24
1176,485,218,235,-17
1177,1768,667,690,-23
1178,5762,2330,2419,-89
1179,17712,7102,7347,-245
1180,494,352,357,-5
1181,14653,5761,5982,-221
1182,2600,1048,1076,-28
1183,2119,875,907,-32
1184,31589,12928,13501,-573
1185,1309,500,518,-18
1186,2752,1216,1235,-19
1187,508,189,195,-6
1188,614,254,265,-11
1189,1131,444,462,-18
1190,4542,1594,1647,-53
1191,1322,644,647,-3
1192,943,435,468,-33
1193,3126,1234,1273,-39
1194,2599,1032,1072,-40
1195,787,319,336,-17
1196,1214,477,498,-21
1197,1773,689,706,-17
1198,749,289,303,-14
1199,5086,2101,2165,-64
1200,2192,802,801,1
1201,2581,1029,1072,-43
1202,1411,599,618,-19
1203,1857,824,859,-35
1204,791,302,318,-16
1205,6153,2518,2587,-69
1206,3365,1389,1408,-19
1207,898,398,413,-15
1208,879,336,343,-7
1209,1682,591,624,-33
1210,1594,653,679,-26
1211,2366,911,958,-47
1212,322,166,169,-3
1213,580,275,282,-7
1214,23777,10961,11101,-140
1215,3312,1360,1423,-63
1216,491,193,200,-7
1217,4880,2024,2075,-51
1218,752,294,303,-9
1219,1354,710,719,-9
1220,6092,2308,2404,-96
1221,1035,415,438,-23
1222,1557,574,583,-9
1223,1891,1066,1048,18
1224,1140,434,455,-21
1225,581,230,242,-12
1226,4489,1839,1883,-44
1227,1578,683,711,-28
1228,4910,2198,2230,-32
1229,1026,462,470,-8
1230,1274,497,513,-16
1231,4470,2045,2087,-42
1232,6691,2726,2762,-36
1233,3315,1516,1561,-45
1234,1577,649,662,-13
1235,3963,1685,1750,-65
1236,626,287,290,-3
1237,7370,2800,2921,-121
1238,1092,566,576,-10
1239,4907,2092,2152,-60
1240,607,249,259,-10
1241,797,381,398,-17
1242,3745,1513,1550,-37
1243,1105,449,460,-11
1244,1994,810,836,-26
1245,3563,1426,1478,-52
1246,6448,2549,2625,-76
1247,850,326,339,-13
1248,367,193,207,-14
1249,1793,730,747,-17
1250,1005,432,456,-24
1251,702,306,315,-9
1252,596,246,248,-2
1253,4762,2129,2181,-52
1254,2700,1140,1183,-43
1255,1039,454,459,-5
1256,531,212,223,-11
1257,1081,407,422,-15
1258,34189,16177,16605,-428
1259,2521,1067,1114,-47
1260,1977,810,842,-32
1261,489,214,231,-17
1262,4861,1937,1981,-44
1263,947,388,405,-17
1264,1292,528,546,-18
1265,2499,948,970,-22
1266,378,196,196,0
1267,2719,1245,1268,-23
1268,1147,487,503,-16
1269,335,162,170,-8
1270,784,322,327,-5
1271,2823,1183,1228,-45
1272,314,134,138,-4
1273,2802,1091,1141,-50
1274,653,319,324,-5
1275,6482,2682,2729,-47
1276,2304,1044,1075,-31
1277,2592,1117,1139,-22
1278,727,297,299,-2
1279,2251,1029,1041,-12
1280,1591,848,868,-20
1281,2771,1189,1206,-17
1282,2699,1063,1089,-26
1283,330,151,151,0
1284,780,363,382,-19
1285,1237,509,537,-28
1286,2466,1121,1150,-29
1287,1306,545,572,-27
1288,4469,2177,2218,-41
1289,1064,425,442,-17
1290,427,167,173,-6
1291,922,420,432,-12
1292,3113,1213,1246,-33
1293,519,277,290,-13
1294,1160,432,457,-25
1295,805,330,336,-6
1296,1382,540,560,-20
1297,785,346,350,-4
1298,13479,5367,5471,-104
1299,5354,2681,2756,-75
1300,422,186,192,-6
1301,3867,1635,1669,-34
1302,382,184,193,-9
1303,901,422,436,-14
1304,2884,1212,1237,-25
1305,5001,2177,2248,-71
1306,3415,1282,1337,-55
1307,1669,656,685,-29
1308,2125,952,970,-18
1309,2537,1078,1120,-42
1310,719,376,386,-10
1311,1389,578,580,-2
1312,3015,1269,1324,-55
1313,1060,448,462,-14
1314,1706,728,756,-28
1315,816,321,331,-10
1316,4040,1667,1718,-51
1317,503,249,254,-5
1318,957,393,415,-22
1319,6487,2506,2620,-114
1320,361,139,147,-8
1321,2590,1021,1021,0
1322,3710,1481,1505,-24
1323,1689,614,631,-17
1324,790,312,324,-12
1325,874,344,362,-18
1326,416,190,203,-13
1327,201,105,109,-4
1328,4700,1768,1993,-225
1329,6089,2269,2359,-90
1330,1251,503,516,-13
1331,15606,6310,6582,-272
1332,1599,627,643,-16
1333,3185,1340,1346,-6
1334,2668,1042,1070,-28
1335,1164,529,553,-24
1336,4384,1946,1987,-41
1337,1234,523,540,-17
1338,1190,557,584,-27
1339,917,375,378,-3
1340,238,123,129,-6
1341,4908,1975,2054,-79
1342,3091,1257,1298,-41
1343,3638,1461,1501,-40
1344,917,353,371,-18
1345,3175,1356,1391,-35
1346,685,355,366,-11
1347,924,338,342,-4
1348,2702,1187,1222,-35
1349,599,279,290,-11
1350,957,405,444,-39
1351,4118,1798,1856,-58
1352,38361,15642,16183,-541
1353,583,261,270,-9
1354,425,187,184,3
1355,3529,1732,1777,-45
1356,1445,552,571,-19
1357,3780,1498,1553,-55
1358,4088,1642,1673,-31
1359,4591,2153,2165,-12
1360,1562,645,664,-19
1361,7879,3993,4063,-70
1362,1306,508,521,-13
1363,1713,661,688,-27
1364,3750,1573,1621,-48
1365,2580,1093,1143,-50
1366,14287,6045,6157,-112
1367,733,325,334,-9
1368,4735,1869,1898,-29
1369,6044,3265,3363,-98
1370,754,319,329,-10
1371,326,138,144,-6
1372,4117,1679,1761,-82
1373,1914,817,849,-32
1374,4830,2032,2071,-39
1375,6338,2469,2515,-46
1376,2139,933,949,-16
1377,17597,7365,7570,-205
1378,1453,735,743,-8
1379,3542,1362,1409,-47
1380,3907,1686,1747,-61
1381,813,345,354,-9
1382,624,254,255,-1
1383,2862,1224,1266,-42
1384,4872,1967,2066,-99
1385,25237,9773,10053,-280
1386,578,258,263,-5
1387,3404,1461,1502,-41
1388,8919,3287,3440,-153
1389,1792,752,790,-38
1390,335,133,138,-5
1391,682,298,301,-3
1392,5524,2232,2349,-117
1393,1067,465,485,-20
1394,1034,451,459,-8
1395,2487,919,930,-11
1396,2591,1075,1112,-37
1397,2020,963,967,-4
1398,1436,601,617,-16
1399,551,212,237,-25
1400,289,136,143,-7
1401,733,300,309,-9
1402,277,131,139,-8
1403,1422,599,619,-20
1404,1534,599,607,-8
1405,3803,1526,1574,-48
1406,2115,906,923,-17
1407,2125,807,824,-17
1408,1048,457,481,-24
1409,351,161,171,-10
1410,318,152,157,-5
1411,850,359,367,-8
1412,4105,1670,1721,-51
1413,2469,1004,1032,-28
1414,1173,465,480,-15
1415,3047,1179,1213,-34
1416,653,256,263,-7
1417,3050,1438,1475,-37
1418,559,209,218,-9
1419,3386,1571,1624,-53
1420,2780,1170,1218,-48
1421,3762,1509,1537,-28
1422,8260,3677,3759,-82
1423,3845,1670,1712,-42
1424,2151,830,863,-33
1425,766,364,367,-3
1426,2954,1159,1215,-56
1427,3207,1305,1356,-51
1428,3722,1715,1750,-35
1429,424,196,210,-14
1430,2776,1106,1147,-41
1431,472,241,259,-18
1432,3387,1307,1356,-49
1433,2730,1200,1222,-22
1434,1252,510,514,-4
1435,1149,472,477,-5
1436,1957,829,862,-33
1437,730,261,270,-9
1438,6661,2790,2826,-36
1439,2130,825,851,-26
1440,874,355,372,-17
1441,3802,1565,1607,-42
1442,6491,2540,2649,-109
1443,1939,800,819,-19
1444,2939,1251,1291,-40
1445,2403,1086,1090,-4
1446,933,410,422,-12
1447,4681,1911,1988,-77
1448,1788,760,787,-27
1449,1135,476,483,-7
1450,3501,1447,1487,-40
1451,959,442,451,-9
1452,2282,890,925,-35
1453,2010,913,939,-26
1454,507,185,193,-8
1455,111785,45797,48380,-2583
1456,1084,471,500,-29
1457,769,382,396,-14
1458,570,234,237,-3
1459,1428,634,647,-13
1460,4987,2089,2151,-62
1461,2013,820,856,-36
1462,645,303,312,-9
1463,892,388,413,-25
1464,564,227,239,-12
1465,3394,1397,1423,-26
1466,4303,1726,1769,-43
1467,385,149,160,-11
1468,3749,1532,1573,-41
1469,1236,488,507,-19
1470,992,416,419,-3
1471,1378,588,601,-13
1472,1536,601,612,-11
1473,1505,706,714,-8
1474,2336,1085,1116,-31
1475,626,291,293,-2
1476,1347,568,591,-23
1477,866,350,358,-8
1478,2399,1108,1133,-25
1479,3076,1315,1346,-31
1480,1880,750,757,-7
1481,882,353,355,-2
1482,2114,916,956,-40
1483,1013,394,403,-9
1484,10336,4700,4758,-58
1485,1948,812,835,-23
1486,317,147,155,-8
1487,554,217,227,-10
1488,1370,574,588,-14
1489,1283,673,679,-6
1490,1429,531,539,-8
1491,393,185,199,-14
1492,1377,557,574,-17
1493,1434,604,620,-16
1494,5036,2286,2387,-101
1495,409,173,178,-5
1496,856,408,426,-18
1497,3172,1317,1357,-40
1498,1585,733,764,-31
1499,428,221,227,-6
1500,632,323,330,-7
1501,346,123,129,-6
1502,8162,3246,3364,-118
1503,1102,519,534,-15
1504,463,224,231,-7
1505,1961,868,886,-18
1506,5120,2129,2199,-70
1507,10511,4137,4292,-155
1508,3560,1487,1531,-44
1509,677,314,333,-19
1510,2367,1050,1101,-51
1511,2755,1140,1168,-28
1512,1765,673,709,-36
1513,490,225,228,-3
1514,329,141,143,-2
1515,2652,1032,1077,-45
1516,1308,551,575,-24
1517,1014,393,414,-21
1518,5430,2148,2234,-86
1519,1546,630,645,-15
1520,6497,2762,2910,-148
1521,1630,693,710,-17
1522,398,176,184,-8
1523,1750,782,798,-16
1524,1437,601,645,-44
1525,1550,731,749,-18
1526,346,133,137,-4
1527,1229,500,501,-1
1528,1665,665,683,-18
1529,1886,758,789,-31
1530,1515,650,667,-17
1531,2781,1047,1087,-40
1532,402,179,180,-1
1533,3642,1519,1551,-32
1534,788,327,339,-12
1535,2520,1165,1188,-23
1536,9175,3424,3553,-129
1537,738,370,368,2
1538,2036,795,818,-23
1539,1035,420,434,-14
1540,2146,844,869,-25
1541,5491,2038,2067,-29
1542,2709,1176,1206,-30
1543,355,136,143,-7
1544,12193,4869,4995,-126
1545,2418,952,991,-39
1546,450,206,219,-13
1547,998,434,457,-23
1548,3516,1462,1510,-48
1549,2590,1101,1129,-28
1550,873,427,436,-9
1551,2351,902,910,-8
1552,1872,780,819,-39
1553,4040,1648,1665,-17
1554,528,239,252,-13
1555,652,284,295,-11
1556,2372,957,990,-33
1557,987,389,399,-10
1558,9923,3863,3968,-105
1559,608,245,252,-7
1560,672,279,287,-8
1561,1002,388,406,-18
1562,3001,1310,1345,-35
1563,4106,1732,1784,-52
1564,6996,2972,3056,-84
1565,6995,2737,2827,-90
1566,3567,1333,1373,-40
1567,380,141,147,-6
1568,897,421,437,-16
1569,430,193,194,-1
1570,924,397,406,-9
1571,206,91,100,-9
1572,952,439,457,-18
1573,2205,902,944,-42
1574,1346,615,637,-22
1575,4551,1828,1905,-77
1576,1662,814,846,-32
1577,1497,669,684,-15
1578,811,353,358,-5
1579,517,223,229,-6
1580,2815,1077,1124,-47
1581,475,172,173,-1
1582,3414,1559,1632,-73
1583,1074,484,501,-17
1584,2136,879,899,-20
1585,849,385,399,-14
1586,4155,1652,1701,-49
1587,524,239,246,-7
1588,30368,12936,13225,-289
1589,344,161,164,-3
1590,3551,1437,1501,-64
1591,2496,934,969,-35
1592,270,116,121,-5
1593,1130,480,490,-10
1594,6899,2654,2727,-73
1595,6852,2730,2786,-56
1596,526,232,244,-12
1597,23156,9433,9730,-297
1598,1832,888,922,-34
1599,1017,440,457,-17
1600,1027,459,481,-22
1601,1278,524,541,-17
1602,1329,545,555,-10
1603,11371,4981,5106,-125
1604,5598,2336,2450,-114
1605,1187,553,580,-27
1606,3308,1312,1361,-49
1607,1759,685,702,-17
1608,1114,493,502,-9
1609,1714,711,729,-18
1610,8555,4296,4418,-122
1611,3944,1729,1767,-38
1612,6786,2842,2934,-92
1613,1413,521,531,-10
1614,1795,750,783,-33
1615,1576,660,682,-22
1616,1175,580,600,-20
1617,400,150,158,-8
1618,2197,863,893,-30
1619,4121,1711,1762,-51
1620,1737,891,910,-19
1621,3667,1422,1481,-59
1622,7069,3153,3213,-60
1623,1582,615,637,-22
1624,1220,537,545,-8
1625,487,202,218,-16
1626,7642,3002,3052,-50
1627,1497,549,559,-10
1628,2398,1065,1114,-49
1629,15865,6024,6217,-193
1630,8504,4238,4274,-36
1631,1956,847,876,-29
1632,1244,540,554,-14
1633,1325,546,583,-37
1634,948,383,398,-15
1635,1875,751,772,-21
1636,2754,1215,1226,-11
1637,1458,552,573,-21
1638,11461,4791,4904,-113
1639,1829,807,826,-19
1640,1529,715,713,2
1641,4328,1827,1881,-54
1642,1095,450,461,-11
1643,475,206,212,-6
1644,3233,1628,1698,-70
1645,12484,6203,6348,-145
1646,541,201,213,-12
1647,1797,743,785,-42
1648,1487,674,697,-23
1649,2828,1119,1152,-33
1650,1425,611,638,-27
1651,2152,941,963,-22
1652,2299,878,898,-20
1653,1554,590,611,-21
1654,5964,2685,2727,-42
1655,1576,681,700,-19
1656,2317,958,976,-18
1657,2475,921,947,-26
1658,2747,1144,1164,-20
1659,540,249,258,-9
1660,4648,2487,2529,-42
1661,4744,1900,1956,-56
1662,1045,469,462,7
1663,588,273,282,-9
1664,425,185,189,-4
1665,357,145,150,-5
1666,1343,592,624,-32
1667,2327,967,1008,-41
1668,911,369,374,-5
1669,69951,28874,29757,-883
1670,532,254,270,-16
1671,4604,1914,1981,-67
1672,781,319,332,-13
1673,1086,543,579,-36
1674,787,338,356,-18
1675,1805,937,941,-4
1676,2355,1204,1199,5
1677,2283,872,888,-16
1678,351,157,162,-5
1679,17691,8181,8519,-338
1680,12873,5074,5144,-70
1681,7707,3217,3358,-141
1682,5300,2157,2203,-46
1683,408,156,161,-5
1684,3363,1304,1351,-47
1685,3708,1539,1613,-74
1686,2264,917,965,-48
1687,566,282,292,-10
1688,1712,726,761,-35
1689,1027,447,472,-25
1690,2533,984,1017,-33
1691,2833,1025,1072,-47
1692,260,115,119,-4
1693,4070,1954,2008,-54
1694,1400,553,557,-4
1695,3081,1350,1382,-32
1696,442,154,156,-2
1697,11337,4752,4957,-205
1698,5476,2219,2271,-52
1699,1930,752,776,-24
1700,3031,1136,1182,-46
1701,567,228,237,-9
1702,511,209,216,-7
1703,2820,1149,1197,-48
1704,3725,1588,1655,-67
1705,3342,1320,1365,-45
1706,12518,4886,5014,-128
1707,1828,722,738,-16
1708,2198,1077,1116,-39
1709,2935,1221,1257,-36
1710,11996,4555,4730,-175
1711,1899,752,778,-26
1712,1718,732,752,-20
1713,9635,3944,4086,-142
1714,4333,1791,1835,-44
1715,1258,501,521,-20
1716,2759,1097,1138,-41
1717,852,375,395,-20
1718,1841,743,767,-24
1719,2577,1096,1167,-71
1720,2185,842,866,-24
1721,8983,3771,3894,-123
1722,606,244,253,-9
1723,1510,724,731,-7
1724,4118,1688,1727,-39
1725,4479,1780,1817,-37
1726,2497,1033,1030,3
1727,706,273,288,-15
1728,431,211,213,-2
1729,602,275,293,-18
1730,1318,523,542,-19
1731,1594,715,733,-18
1732,3904,1610,1671,-61
1733,1203,591,599,-8
1734,339,133,141,-8
1735,487,180,183,-3
1736,2113,861,877,-16
1737,2360,886,916,-30
1738,3765,1490,1500,-10
1739,1220,477,485,-8
1740,3298,1190,1251,-61
1741,1324,541,571,-30
1742,4592,1901,1992,-91
1743,30028,11276,11746,-470
1744,497,245,246,-1
1745,3951,1776,1829,-53
1746,905,370,386,-16
1747,649,257,266,-9
1748,2042,776,793,-17
1749,2038,933,956,-23
1750,5873,2606,2650,-44
1751,3925,1632,1645,-13
1752,1657,713,745,-32
1753,585,249,257,-8
1754,12539,5028,5125,-97
1755,9157,3648,3728,-80
1756,3326,1319,1350,-31
1757,2137,825,843,-18
1758,10885,4161,4278,-117
1759,1304,605,620,-15
1760,620,276,286,-10
1761,3497,1577,1641,-64
1762,779,299,312,-13
1763,1621,632,678,-46
1764,4499,1974,2101,-127
1765,466,202,216,-14
1766,1665,662,685,-23
1767,1189,558,563,-5
1768,1367,520,526,-6
1769,2194,891,924,-33
1770,2254,1134,1171,-37
1771,809,346,353,-7
1772,1225,488,505,-17
1773,2579,1087,1091,-4
1774,1389,580,612,-32
1775,400,184,183,1
1776,3160,1346,1405,-59
1777,772,426,430,-4
1778,2039,845,875,-30
1779,4359,1772,1824,-52
1780,864,397,424,-27
1781,781,336,343,-7
1782,2454,1007,1049,-42
1783,1968,860,897,-37
1784,698,312,318,-6
1785,2433,1039,1051,-12
1786,9956,4637,4696,-59
1787,1019,423,438,-15
1788,2327,905,921,-16
1789,659,285,304,-19
1790,3157,1661,1746,-85
1791,1713,787,802,-15
1792,3658,1552,1588,-36
1793,261,144,149,-5
1794,5137,2261,2305,-44
1795,1653,649,675,-26
1796,508,221,226,-5
1797,1068,458,469,-11
1798,354,136,140,-4
1799,694,298,308,-10
1800,362,138,142,-4
1801,1211,651,669,-18
1802,1760,724,775,-51
1803,3489,1468,1500,-32
1804,412,162,161,1
1805,927,358,370,-12
1806,8410,3349,3343,6
1807,1148,484,502,-18
1808,1038,586,605,-19
1809,22006,10368,10248,120
1810,860,373,396,-23
1811,449,240,242,-2
1812,728,274,285,-11
1813,801,311,325,-14
1814,2157,888,933,-45
1815,908,366,373,-7
1816,584,274,276,-2
1817,3022,1237,1269,-32
1818,473,232,238,-6
1819,3197,1347,1363,-16
1820,6901,2596,2656,-60
1821,861,314,331,-17
1822,3740,1461,1504,-43
1823,1161,427,440,-13
1824,506,214,221,-7
1825,3083,1620,1660,-40
1826,1799,683,704,-21
1827,9638,3910,3999,-89
1828,7190,2754,2871,-117
1829,786,303,308,-5
1830,5933,2450,2532,-82
1831,2634,1017,1062,-45
1832,417,191,196,-5
1833,945,413,421,-8
1834,4837,1985,2038,-53
1835,12195,4930,5124,-194
1836,484,220,228,-8
1837,7297,3134,3243,-109
1838,25061,10548,10752,-204
1839,2162,856,867,-11
1840,4264,1646,1714,-68
1841,357,158,165,-7
1842,1245,517,534,-17
1843,553,230,238,-8
1844,720,307,324,-17
1845,4024,1668,1723,-55
1846,8260,3253,3344,-91
1847,2366,913,943,-30
1848,1016,401,418,-17
1849,568,244,256,-12
1850,2158,829,858,-29
1851,1303,582,603,-21
1852,1761,694,708,-14
1853,605,309,325,-16
1854,2350,993,1029,-36
1855,967,405,421,-16
1856,1425,614,640,-26
1857,26940,12378,12687,-309
1858,4132,1586,1636,-50
1859,671,255,264,-9
1860,6658,2790,3022,-232
1861,8072,3363,3449,-86
1862,1012,402,414,-12
1863,1076,398,417,-19
1864,4893,1945,2099,-154
1865,3377,1398,1433,-35
1866,1105,459,470,-11
1867,917,336,353,-17
1868,10067,3927,4068,-141
1869,1990,837,859,-22
1870,743,286,300,-14
1871,5781,2481,2550,-69
1872,657,272,275,-3
1873,2076,735,757,-22
1874,990,403,414,-11
1875,4705,1915,1950,-35
1876,890,361,381,-20
1877,1586,714,726,-12
1878,2410,988,1016,-28
1879,1921,820,857,-37
1880,1234,510,521,-11
1881,2710,1087,1132,-45
1882,3328,1215,1253,-38
1883,905,419,437,-18
1884,563,236,239,-3
1885,2367,1173,1187,-14
1886,1027,415,428,-13
1887,1278,529,550,-21
1888,457,201,205,-4
1889,13022,5255,5397,-142
1890,1022,438,450,-12
1891,1602,688,703,-15
1892,4913,2144,2185,-41
1893,4690,1891,1958,-67
1894,941,390,402,-12
1895,1990,923,956,-33
1896,594,282,287,-5
1897,784,344,350,-6
1898,25115,11564,11776,-212
1899,27022,10708,10907,-199
1900,786,287,300,-13
1901,703,328,332,-4
1902,898,389,392,-3
1903,1435,555,579,-24
1904,961,396,403,-7
1905,561,226,230,-4
1906,2223,918,949,-31
1907,1646,703,734,-31
1908,5063,2013,2188,-175
1909,949,453,466,-13
1910,13522,5438,5629,-191
1911,2231,885,972,-87
1912,810,331,333,-2
1913,677,302,313,-11
1914,1896,834,869,-35
1915,1430,624,651,-27
1916,3830,1325,1394,-69
1917,3525,1299,1310,-11
1918,8196,3409,3527,-118
1919,940,375,389,-14
1920,1488,597,605,-8
1921,931,406,416,-10
1922,3759,1637,1685,-48
1923,727,324,331,-7
1924,305,114,118,-4
1925,975,421,430,-9
1926,9141,4088,4150,-62
1927,327,155,156,-1
1928,2503,1001,1012,-11
1929,381,160,165,-5
1930,1697,692,730,-38
1931,960,422,434,-12
1932,841,319,331,-12
1933,749,297,298,-1
1934,1270,533,548,-15
1935,529,202,208,-6
1936,1367,626,626,0
1937,1327,495,519,-24
1938,2916,1184,1226,-42
1939,2216,889,959,-70
1940,594,216,228,-12
1941,830,362,364,-2
1942,489,220,230,-10
1943,5821,2456,2516,-60
1944,1232,470,481,-11
1945,791,306,321,-15
1946,20497,8405,8579,-174
1947,1567,617,631,-14
1948,2237,811,840,-29
1949,442,181,184,-3
1950,929,366,376,-10
1951,2927,1188,1218,-30
1952,451,197,210,-13
1953,626,269,289,-20
1954,666,282,291,-9
1955,2681,997,1024,-27
1956,659,273,290,-17
1957,939,408,415,-7
1958,4250,1626,1674,-48
1959,3676,1488,1511,-23
1960,1447,593,620,-27
1961,980,446,462,-16
1962,4000,1718,1785,-67
1963,2046,790,821,-31
1964,2224,894,907,-13
1965,1174,510,531,-21
1966,493,179,182,-3
1967,533,231,237,-6
1968,979,526,540,-14
1969,1492,607,623,-16
1970,806,360,384,-24
1971,1061,443,443,0
1972,4691,1787,1847,-60
1973,10355,4115,4227,-112
1974,546,283,287,-4
1975,545,243,254,-11
1976,700,384,386,-2
1977,828,437,443,-6
